ranking_year,ranking_category,institute_id,institute_name,state,city,academic_year,category,value,unit
2024,Overall,IR-O-U-0642,Shivaji University,Maharashtra,Kolhāpur,2022-23,Number of sponsored projects,72.0,value in Absolute Number
2024,Overall,IR-O-U-0642,Shivaji University,Maharashtra,Kolhāpur,2021-22,Number of sponsored projects,53.0,value in Absolute Number
2024,Overall,IR-O-U-0642,Shivaji University,Maharashtra,Kolhāpur,2020-21,Number of sponsored projects,38.0,value in Absolute Number
2024,Overall,IR-O-U-0642,Shivaji University,Maharashtra,Kolhāpur,2022-23,Amount received (INR),46955000.0,value in Rupees
2024,Overall,IR-O-U-0642,Shivaji University,Maharashtra,Kolhāpur,2021-22,Amount received (INR),34877000.0,value in Rupees
2024,Overall,IR-O-U-0642,Shivaji University,Maharashtra,Kolhāpur,2020-21,Amount received (INR),36900000.0,value in Rupees
2024,Overall,IR-O-U-0642,Shivaji University,Maharashtra,Kolhāpur,2022-23,Amount received (INR),6592133.0,value in Rupees
2024,Overall,IR-O-U-0642,Shivaji University,Maharashtra,Kolhāpur,2021-22,Amount received (INR),924322.0,value in Rupees
2024,Overall,IR-O-U-0642,Shivaji University,Maharashtra,Kolhāpur,2020-21,Amount received (INR),4210000.0,value in Rupees
2024,Overall,IR-O-U-0006,SASTRA University,,Thanjavur,2022-23,Number of sponsored projects,87.0,value in Absolute Number
2024,Overall,IR-O-U-0006,SASTRA University,,Thanjavur,2021-22,Number of sponsored projects,58.0,value in Absolute Number
2024,Overall,IR-O-U-0006,SASTRA University,,Thanjavur,2020-21,Number of sponsored projects,55.0,value in Absolute Number
2024,Overall,IR-O-U-0006,SASTRA University,,Thanjavur,2022-23,Amount received (INR),503319397.0,value in Rupees
2024,Overall,IR-O-U-0006,SASTRA University,,Thanjavur,2021-22,Amount received (INR),325481618.0,value in Rupees
2024,Overall,IR-O-U-0006,SASTRA University,,Thanjavur,2020-21,Amount received (INR),319426800.0,value in Rupees
2024,Overall,IR-O-U-0006,SASTRA University,,Thanjavur,2022-23,Amount received (INR),246738790.0,value in Rupees
2024,Overall,IR-O-U-0006,SASTRA University,,Thanjavur,2021-22,Amount received (INR),158646534.0,value in Rupees
2024,Overall,IR-O-U-0006,SASTRA University,,Thanjavur,2020-21,Amount received (INR),96213119.0,value in Rupees
2024,Overall,IR-O-U-0235,Mangalore University,Karnataka,Mangaluru,2022-23,Number of sponsored projects,83.0,value in Absolute Number
2024,Overall,IR-O-U-0235,Mangalore University,Karnataka,Mangaluru,2021-22,Number of sponsored projects,84.0,value in Absolute Number
2024,Overall,IR-O-U-0235,Mangalore University,Karnataka,Mangaluru,2020-21,Number of sponsored projects,41.0,value in Absolute Number
2024,Overall,IR-O-U-0235,Mangalore University,Karnataka,Mangaluru,2022-23,Amount received (INR),504384000.0,value in Rupees
2024,Overall,IR-O-U-0235,Mangalore University,Karnataka,Mangaluru,2021-22,Amount received (INR),51470388.0,value in Rupees
2024,Overall,IR-O-U-0235,Mangalore University,Karnataka,Mangaluru,2020-21,Amount received (INR),115432000.0,value in Rupees
2024,Overall,IR-O-U-0235,Mangalore University,Karnataka,Mangaluru,2022-23,Amount received (INR),6119165.0,value in Rupees
2024,Overall,IR-O-U-0235,Mangalore University,Karnataka,Mangaluru,2021-22,Amount received (INR),580000.0,value in Rupees
2024,Overall,IR-O-U-0235,Mangalore University,Karnataka,Mangaluru,2020-21,Amount received (INR),1134720.0,value in Rupees
2024,Overall,IR-O-U-0234,Karpagam Academy of Higher Education,,Coimbatore,2022-23,Number of sponsored projects,385.0,value in Absolute Number
2024,Overall,IR-O-U-0234,Karpagam Academy of Higher Education,,Coimbatore,2021-22,Number of sponsored projects,356.0,value in Absolute Number
2024,Overall,IR-O-U-0234,Karpagam Academy of Higher Education,,Coimbatore,2020-21,Number of sponsored projects,383.0,value in Absolute Number
2024,Overall,IR-O-U-0234,Karpagam Academy of Higher Education,,Coimbatore,2022-23,Amount received (INR),350126083.0,value in Rupees
2024,Overall,IR-O-U-0234,Karpagam Academy of Higher Education,,Coimbatore,2021-22,Amount received (INR),318223448.0,value in Rupees
2024,Overall,IR-O-U-0234,Karpagam Academy of Higher Education,,Coimbatore,2020-21,Amount received (INR),232544804.0,value in Rupees
2024,Overall,IR-O-U-0234,Karpagam Academy of Higher Education,,Coimbatore,2022-23,Amount received (INR),1397968677.0,value in Rupees
2024,Overall,IR-O-U-0234,Karpagam Academy of Higher Education,,Coimbatore,2021-22,Amount received (INR),995661919.0,value in Rupees
2024,Overall,IR-O-U-0234,Karpagam Academy of Higher Education,,Coimbatore,2020-21,Amount received (INR),899678389.0,value in Rupees
2024,Overall,IR-O-U-0042,University of Kerala,Kerala,Thiruvananthapuram,2022-23,Number of sponsored projects,458.0,value in Absolute Number
2024,Overall,IR-O-U-0042,University of Kerala,Kerala,Thiruvananthapuram,2021-22,Number of sponsored projects,378.0,value in Absolute Number
2024,Overall,IR-O-U-0042,University of Kerala,Kerala,Thiruvananthapuram,2020-21,Number of sponsored projects,398.0,value in Absolute Number
2024,Overall,IR-O-U-0042,University of Kerala,Kerala,Thiruvananthapuram,2022-23,Amount received (INR),650934326.0,value in Rupees
2024,Overall,IR-O-U-0042,University of Kerala,Kerala,Thiruvananthapuram,2021-22,Amount received (INR),304072791.0,value in Rupees
2024,Overall,IR-O-U-0042,University of Kerala,Kerala,Thiruvananthapuram,2020-21,Amount received (INR),393003086.0,value in Rupees
2024,Overall,IR-O-U-0042,University of Kerala,Kerala,Thiruvananthapuram,2022-23,Amount received (INR),10455202.0,value in Rupees
2024,Overall,IR-O-U-0042,University of Kerala,Kerala,Thiruvananthapuram,2021-22,Amount received (INR),10105793.0,value in Rupees
2024,Overall,IR-O-U-0042,University of Kerala,Kerala,Thiruvananthapuram,2020-21,Amount received (INR),13707189.0,value in Rupees
2024,Overall,IR-O-U-0205,Indian Institute of Technology (ISM) Dhanbad,Jharkhand,Dhanbad,2022-23,Number of sponsored projects,166.0,value in Absolute Number
2024,Overall,IR-O-U-0205,Indian Institute of Technology (ISM) Dhanbad,Jharkhand,Dhanbad,2021-22,Number of sponsored projects,165.0,value in Absolute Number
2024,Overall,IR-O-U-0205,Indian Institute of Technology (ISM) Dhanbad,Jharkhand,Dhanbad,2020-21,Number of sponsored projects,135.0,value in Absolute Number
2024,Overall,IR-O-U-0205,Indian Institute of Technology (ISM) Dhanbad,Jharkhand,Dhanbad,2022-23,Amount received (INR),305374620.0,value in Rupees
2024,Overall,IR-O-U-0205,Indian Institute of Technology (ISM) Dhanbad,Jharkhand,Dhanbad,2021-22,Amount received (INR),262167444.0,value in Rupees
2024,Overall,IR-O-U-0205,Indian Institute of Technology (ISM) Dhanbad,Jharkhand,Dhanbad,2020-21,Amount received (INR),257186388.0,value in Rupees
2024,Research,IR-R-U-0713,Academy of Scientific and Innovative Research,Uttar Pradesh,Ghaziabad,2022-23,Number of sponsored projects,1439.0,value in Absolute Number
2024,Research,IR-R-U-0713,Academy of Scientific and Innovative Research,Uttar Pradesh,Ghaziabad,2021-22,Number of sponsored projects,1496.0,value in Absolute Number
2024,Research,IR-R-U-0713,Academy of Scientific and Innovative Research,Uttar Pradesh,Ghaziabad,2020-21,Number of sponsored projects,1633.0,value in Absolute Number
2024,Research,IR-R-U-0713,Academy of Scientific and Innovative Research,Uttar Pradesh,Ghaziabad,2022-23,Amount received (INR),6178341695.0,value in Rupees
2024,Research,IR-R-U-0713,Academy of Scientific and Innovative Research,Uttar Pradesh,Ghaziabad,2021-22,Amount received (INR),9993248034.0,value in Rupees
2024,Research,IR-R-U-0713,Academy of Scientific and Innovative Research,Uttar Pradesh,Ghaziabad,2020-21,Amount received (INR),9977613803.0,value in Rupees
2024,Medical,IR-D-C-45654,"Christian Medical College, Vellore",Tamil Nadu,Vellore,2022-23,Number of sponsored projects,576.0,value in Absolute Number
2024,Medical,IR-D-C-45654,"Christian Medical College, Vellore",Tamil Nadu,Vellore,2021-22,Number of sponsored projects,511.0,value in Absolute Number
2024,Medical,IR-D-C-45654,"Christian Medical College, Vellore",Tamil Nadu,Vellore,2020-21,Number of sponsored projects,61.0,value in Absolute Number
2024,Medical,IR-D-C-45654,"Christian Medical College, Vellore",Tamil Nadu,Vellore,2022-23,Amount received (INR),1337173994.0,value in Rupees
2024,Medical,IR-D-C-45654,"Christian Medical College, Vellore",Tamil Nadu,Vellore,2021-22,Amount received (INR),1108083210.0,value in Rupees
2024,Medical,IR-D-C-45654,"Christian Medical College, Vellore",Tamil Nadu,Vellore,2020-21,Amount received (INR),650047817.0,value in Rupees
2024,Overall,IR-O-U-0020,Koneru Lakshmaiah Education Foundation,,Vijayawada,2022-23,Number of sponsored projects,234.0,value in Absolute Number
2024,Overall,IR-O-U-0020,Koneru Lakshmaiah Education Foundation,,Vijayawada,2021-22,Number of sponsored projects,159.0,value in Absolute Number
2024,Overall,IR-O-U-0020,Koneru Lakshmaiah Education Foundation,,Vijayawada,2020-21,Number of sponsored projects,142.0,value in Absolute Number
2024,Overall,IR-O-U-0020,Koneru Lakshmaiah Education Foundation,,Vijayawada,2022-23,Amount received (INR),103573102.0,value in Rupees
2024,Overall,IR-O-U-0020,Koneru Lakshmaiah Education Foundation,,Vijayawada,2021-22,Amount received (INR),76184000.0,value in Rupees
2024,Overall,IR-O-U-0020,Koneru Lakshmaiah Education Foundation,,Vijayawada,2020-21,Amount received (INR),74066000.0,value in Rupees
2024,Medical,IR-D-C-7242,"Kasturba Medical College, Manipal",,Manipal,2022-23,Number of sponsored projects,325.0,value in Absolute Number
2024,Medical,IR-D-C-7242,"Kasturba Medical College, Manipal",,Manipal,2021-22,Number of sponsored projects,288.0,value in Absolute Number
2024,Medical,IR-D-C-7242,"Kasturba Medical College, Manipal",,Manipal,2020-21,Number of sponsored projects,135.0,value in Absolute Number
2024,Medical,IR-D-C-7242,"Kasturba Medical College, Manipal",,Manipal,2022-23,Amount received (INR),943511005.0,value in Rupees
2024,Medical,IR-D-C-7242,"Kasturba Medical College, Manipal",,Manipal,2021-22,Amount received (INR),659885560.0,value in Rupees
2024,Medical,IR-D-C-7242,"Kasturba Medical College, Manipal",,Manipal,2020-21,Amount received (INR),384891518.0,value in Rupees
2024,Engineering,IR-E-U-0584,"Indian Institute of Engineering Science and Technology, Shibpur",,Howrah,2022-23,Number of sponsored projects,45.0,value in Absolute Number
2024,Engineering,IR-E-U-0584,"Indian Institute of Engineering Science and Technology, Shibpur",,Howrah,2021-22,Number of sponsored projects,17.0,value in Absolute Number
2024,Engineering,IR-E-U-0584,"Indian Institute of Engineering Science and Technology, Shibpur",,Howrah,2020-21,Number of sponsored projects,43.0,value in Absolute Number
2024,Engineering,IR-E-U-0584,"Indian Institute of Engineering Science and Technology, Shibpur",,Howrah,2022-23,Amount received (INR),23583585.0,value in Rupees
2024,Engineering,IR-E-U-0584,"Indian Institute of Engineering Science and Technology, Shibpur",,Howrah,2021-22,Amount received (INR),60087711.0,value in Rupees
2024,Engineering,IR-E-U-0584,"Indian Institute of Engineering Science and Technology, Shibpur",,Howrah,2020-21,Amount received (INR),76444297.0,value in Rupees
2024,Overall,IR-O-U-0564,University of Petroleum and Energy Studies,Uttarakhand,Dehradun,2022-23,Number of sponsored projects,20.0,value in Absolute Number
2024,Overall,IR-O-U-0564,University of Petroleum and Energy Studies,Uttarakhand,Dehradun,2021-22,Number of sponsored projects,23.0,value in Absolute Number
2024,Overall,IR-O-U-0564,University of Petroleum and Energy Studies,Uttarakhand,Dehradun,2020-21,Number of sponsored projects,13.0,value in Absolute Number
2024,Overall,IR-O-U-0564,University of Petroleum and Energy Studies,Uttarakhand,Dehradun,2022-23,Amount received (INR),15693049.0,value in Rupees
2024,Overall,IR-O-U-0564,University of Petroleum and Energy Studies,Uttarakhand,Dehradun,2021-22,Amount received (INR),40750355.0,value in Rupees
2024,Overall,IR-O-U-0564,University of Petroleum and Energy Studies,Uttarakhand,Dehradun,2020-21,Amount received (INR),25603375.0,value in Rupees
2024,Medical,IR-D-C-48124,Government Medical College,Kerala,Thiruvananthapuram,2022-23,Number of sponsored projects,6.0,value in Absolute Number
2024,Medical,IR-D-C-48124,Government Medical College,Kerala,Thiruvananthapuram,2021-22,Number of sponsored projects,8.0,value in Absolute Number
2024,Medical,IR-D-C-48124,Government Medical College,Kerala,Thiruvananthapuram,2020-21,Number of sponsored projects,1.0,value in Absolute Number
2024,Medical,IR-D-C-48124,Government Medical College,Kerala,Thiruvananthapuram,2022-23,Amount received (INR),3238794.0,value in Rupees
2024,Medical,IR-D-C-48124,Government Medical College,Kerala,Thiruvananthapuram,2021-22,Amount received (INR),10347687.0,value in Rupees
2024,Medical,IR-D-C-48124,Government Medical College,Kerala,Thiruvananthapuram,2020-21,Amount received (INR),115000.0,value in Rupees
2024,Medical,IR-D-C-29209,Christian Medical College,Punjab,Ludhiana,2022-23,Number of sponsored projects,29.0,value in Absolute Number
2024,Medical,IR-D-C-29209,Christian Medical College,Punjab,Ludhiana,2021-22,Number of sponsored projects,25.0,value in Absolute Number
2024,Medical,IR-D-C-29209,Christian Medical College,Punjab,Ludhiana,2020-21,Number of sponsored projects,23.0,value in Absolute Number
2024,Medical,IR-D-C-29209,Christian Medical College,Punjab,Ludhiana,2022-23,Amount received (INR),185335692.0,value in Rupees
2024,Medical,IR-D-C-29209,Christian Medical College,Punjab,Ludhiana,2021-22,Amount received (INR),174552473.0,value in Rupees
2024,Medical,IR-D-C-29209,Christian Medical College,Punjab,Ludhiana,2020-21,Amount received (INR),136262224.0,value in Rupees
2024,Engineering,IR-E-U-0017,"Jawaharlal Nehru Technological University, Hyderabad",Telangana,Hyderabad,2022-23,Number of sponsored projects,33.0,value in Absolute Number
2024,Engineering,IR-E-U-0017,"Jawaharlal Nehru Technological University, Hyderabad",Telangana,Hyderabad,2021-22,Number of sponsored projects,32.0,value in Absolute Number
2024,Engineering,IR-E-U-0017,"Jawaharlal Nehru Technological University, Hyderabad",Telangana,Hyderabad,2020-21,Number of sponsored projects,25.0,value in Absolute Number
2024,Engineering,IR-E-U-0017,"Jawaharlal Nehru Technological University, Hyderabad",Telangana,Hyderabad,2022-23,Amount received (INR),284538122.0,value in Rupees
2024,Engineering,IR-E-U-0017,"Jawaharlal Nehru Technological University, Hyderabad",Telangana,Hyderabad,2021-22,Amount received (INR),225031022.0,value in Rupees
2024,Engineering,IR-E-U-0017,"Jawaharlal Nehru Technological University, Hyderabad",Telangana,Hyderabad,2020-21,Amount received (INR),195297042.0,value in Rupees
2024,University,IR-O-I-1361,Bharati Vidyapeeth Deemed University,,Pune,2022-23,Number of sponsored projects,237.0,value in Absolute Number
2024,University,IR-O-I-1361,Bharati Vidyapeeth Deemed University,,Pune,2021-22,Number of sponsored projects,160.0,value in Absolute Number
2024,University,IR-O-I-1361,Bharati Vidyapeeth Deemed University,,Pune,2020-21,Number of sponsored projects,93.0,value in Absolute Number
2024,University,IR-O-I-1361,Bharati Vidyapeeth Deemed University,,Pune,2022-23,Amount received (INR),214101027.0,value in Rupees
2024,University,IR-O-I-1361,Bharati Vidyapeeth Deemed University,,Pune,2021-22,Amount received (INR),152323438.0,value in Rupees
2024,University,IR-O-I-1361,Bharati Vidyapeeth Deemed University,,Pune,2020-21,Amount received (INR),164296263.0,value in Rupees
2024,Medical,IR-D-U-0690,All India Institute of Medical Sciences Raipur,Chhattisgarh,Raipur,2022-23,Number of sponsored projects,71.0,value in Absolute Number
2024,Medical,IR-D-U-0690,All India Institute of Medical Sciences Raipur,Chhattisgarh,Raipur,2021-22,Number of sponsored projects,34.0,value in Absolute Number
2024,Medical,IR-D-U-0690,All India Institute of Medical Sciences Raipur,Chhattisgarh,Raipur,2020-21,Number of sponsored projects,128.0,value in Absolute Number
2024,Medical,IR-D-U-0690,All India Institute of Medical Sciences Raipur,Chhattisgarh,Raipur,2022-23,Amount received (INR),54064097.0,value in Rupees
2024,Medical,IR-D-U-0690,All India Institute of Medical Sciences Raipur,Chhattisgarh,Raipur,2021-22,Amount received (INR),46656008.0,value in Rupees
2024,Medical,IR-D-U-0690,All India Institute of Medical Sciences Raipur,Chhattisgarh,Raipur,2020-21,Amount received (INR),134330000.0,value in Rupees
2024,Pharmacy,IR-P-U-0392,Central University of Rajasthan,,Ajmer,2022-23,Number of sponsored projects,10.0,value in Absolute Number
2024,Pharmacy,IR-P-U-0392,Central University of Rajasthan,,Ajmer,2021-22,Number of sponsored projects,3.0,value in Absolute Number
2024,Pharmacy,IR-P-U-0392,Central University of Rajasthan,,Ajmer,2020-21,Number of sponsored projects,6.0,value in Absolute Number
2024,Pharmacy,IR-P-U-0392,Central University of Rajasthan,,Ajmer,2022-23,Amount received (INR),6156791.0,value in Rupees
2024,Pharmacy,IR-P-U-0392,Central University of Rajasthan,,Ajmer,2021-22,Amount received (INR),2790964.0,value in Rupees
2024,Pharmacy,IR-P-U-0392,Central University of Rajasthan,,Ajmer,2020-21,Amount received (INR),2901501.0,value in Rupees
